sample_name,1,2,4,6,8,10,12,16,20,24,30,36,42,48
X_1_mic0,0.134233333,0.103233333,0.1136,1.0918,1.360833333,1.4962,1.551,1.618533333,1.6903,1.631366667,1.6642,1.6488,1.707633333,1.6595
X_2_mic0,0.124533333,0.124871,0.150195667,0.591029,1.018033333,1.24718,1.37052,1.40722,1.422400333,1.477566333,1.510416667,1.566829667,1.553006667,1.566325
X_3_mic0,0.123433333,0.1019,0.105533333,0.161333333,0.419433333,1.142633333,1.3491,1.4891,1.645333333,1.632466667,1.691733333,1.743833333,1.654833333,1.7265
X_4_mic0,0.064846667,0.06784,0.072693333,0.092426667,0.2114,0.87985,1.098813333,1.346186667,1.53078,1.602473333,1.705546667,1.751473333,1.762633333,1.735566667
X_5_mic0,0.091366667,0.090066667,0.098566667,0.1817,0.4444,0.7558,1.046333333,1.3653,1.5309,1.609433333,1.636,1.562166667,1.616333333,1.644033333
X_6_mic0,0.077733333,0.0867,0.090633333,0.115466667,0.2072,0.391066667,0.4688,0.595833333,0.634366667,0.666066667,0.721133333,0.7697,0.8558,0.835133333
X_7_mic0,0.117633333,0.095566667,0.096366667,0.120633333,0.1843,0.347766667,0.605266667,0.816133333,1.229766667,1.356533333,1.5276,1.6722,1.619933333,1.7093
X_8_mic0,0.087966667,0.0929,0.0978,0.1287,0.196933333,0.437166667,0.7725,1.062833333,1.410233333,1.672333333,1.702933333,1.653,1.6947,1.683666667
X_9_mic0,0.111166667,0.090066667,0.089733333,0.133433333,0.315166667,0.976333333,1.3251,1.4258,1.6031,1.576533333,1.616466667,1.6746,1.5931,1.715133333
X_10_mic0,0.1082,0.087433333,0.085433333,0.108166667,0.1186,0.2006,0.3925,1.3963,1.519033333,1.547833333,1.5784,1.677266667,1.5683,1.6501
X_11_mic0,0.07568,0.076073333,0.08116,0.093626667,0.231066667,0.757683333,0.94138,0.974986667,0.978846667,0.991473333,0.998846667,0.99184,1.107933333,1.098233333
X_12_mic0,0.1045,0.084333333,0.098466667,0.252833333,0.8542,1.2276,1.297133333,1.412033333,1.5445,1.584133333,1.7026,1.769366667,1.688766667,1.735366667
X_13_mic0,0.1115,0.0964,0.269666667,0.8819,1.182333333,1.2129,1.3976,1.505033333,1.592466667,1.5786,1.651133333,1.547133333,1.5592,1.636166667
X_14_mic0,0.114133333,0.083333333,0.0853,0.134633333,0.310833333,0.766233333,1.298133333,1.4908,1.538466667,1.589366667,1.701833333,1.7622,1.700333333,1.7193
X_15_mic0,0.110933333,0.065603333,0.07413,0.099529333,0.2007,1.016813333,1.416753333,1.550386667,1.571500333,1.686333,1.66385,1.699496333,1.63034,1.658758333
X_16_mic0,0.127266667,0.0909,0.235433333,0.981033333,1.199333333,1.428833333,1.6332,1.676,1.709733333,1.645933333,1.676366667,1.663633333,1.668433333,1.660766667
X_17_mic0,0.09928,0.10124,0.105526667,0.116293333,0.233333333,0.99655,1.315113333,1.424753333,1.469113333,1.47074,1.52928,1.52604,1.5484,1.6106
X_18_mic0,0.117266667,0.067836667,0.079763333,0.131629,0.301366667,0.716713333,0.91462,1.151353333,1.378000333,1.494533,1.63545,1.705496333,1.66394,1.702925
X_19_mic0,0.123033333,0.068936667,0.08513,0.199462333,0.840466667,1.306246667,1.402986667,1.48092,1.482700333,1.471733,1.501283333,1.564263,1.504873333,1.567291667
X_20_mic0,0.124866667,0.072703333,0.079596667,0.073796667,0.339,1.08228,1.25012,1.52662,1.569033667,1.495166333,1.614283333,1.475729667,1.63214,1.643325
X_21_mic0,0.112528571,0.05514762,0.178499997,0.71215,0.88184,0.986516633,1.0999,1.295962333,1.552886,1.685970333,1.735608333,1.694216667,1.655983667,1.668229
X_22_mic0,0.114833333,0.0832,0.094,0.205766667,0.5089,0.978066667,1.233466667,1.4386,1.5509,1.564333333,1.6137,1.6596,1.5956,1.635266667
X_23_mic0,0.11552857,0.049580957,0.111899997,0.163583337,0.457273333,0.788250033,1.171966667,1.297162333,1.385686,1.381937667,1.409775,1.38315,1.418083667,1.440995667
X_24_mic0,0.115095237,0.051980957,0.127166663,0.366050033,0.760273333,0.881216667,1.0358,1.326495667,1.601586,1.723071,1.807641667,1.783283333,1.737750333,1.736629
X_25_mic0,0.114861904,0.053447623,0.119199997,0.181850013,0.436206667,0.660616667,0.8149,1.1182954,1.330352667,1.441337667,1.670241667,1.696183333,1.579617,1.528629
X_26_mic0,0.105361904,0.049314287,0.108399999,0.116950002,0.124973333,0.190216653,0.402666667,0.763695267,0.9966857,1.094571167,1.334341667,1.44275,1.394317,1.363762333
X_27_mic0,0.2139,0.111466667,0.172866667,0.172633333,0.642966667,1.3329,1.384033333,1.5686,1.6738,1.6988,1.770033333,1.820633333,1.804366667,1.677233333
X_28_mic0,0.101828571,0.048414287,0.108266665,0.163783337,0.683006667,1.102816433,1.367733333,1.540495667,1.649186,1.710037333,1.818041667,1.82245,1.761917,1.765195667
X_29_mic0,0.121633333,0.097266667,0.186166667,0.991766667,1.1717,1.403466667,1.405666667,1.512666667,1.593733333,1.631233333,1.7568,1.829166667,1.7864,1.872433333
X_30_mic0,0.070890473,0.178420833,0.461554167,0.9697625,1.120133333,1.091933467,1.1686,1.276433333,1.403366667,1.50188,1.728833333,1.757503667,1.780557,1.680049667
X_31_mic0,0.1063,0.100133333,0.177395237,0.495866667,1.209871,1.427314,1.503280667,1.633017,1.7073,1.714133333,1.731737667,1.722983,1.653129,1.730157
X_32_mic0,0.071108333,0.069866667,0.105725,0.130783333,0.451633667,0.618326667,0.969616333,1.603683,1.600383667,1.7313,1.744193333,1.728333667,1.730566667,1.799895667
X_33_mic0,0.094566667,0.111766667,0.164166667,0.100933333,0.1311,0.271,0.5945,0.809833333,1.1968,1.4541,1.627866667,1.855466667,1.8587,1.823933333
X_34_mic0,0.0834,0.084633333,0.121261903,0.1988,0.797404733,1.374914,1.502080667,1.564983667,1.662166667,1.6698,1.717337667,1.686449667,1.644129333,1.685457
X_35_mic0,0.099628571,0.056380953,0.112299998,0.119183336,0.22334,0.691183333,1.277666667,1.491895667,1.535852667,1.536970667,1.584475,1.506116667,1.457717,1.405729
X_36_mic0,0.0816,0.087533333,0.13162857,0.301033333,1.042104733,1.277047333,1.426280667,1.487983667,1.578566667,1.587833333,1.666771,1.672649667,1.626196,1.668957
X_37_mic0,0.107128571,0.062847623,0.122299997,0.168416663,0.54234,0.886383367,1.097766667,1.328395667,1.557086,1.640004,1.760175,1.76785,1.697550333,1.693929
X_38_mic0,0.104033333,0.142,0.227133333,0.6128,0.901266667,1.134333333,1.347766667,1.465866667,1.610633333,1.632566667,1.704066667,1.696633333,1.655566667,1.703666667
X_39_mic0,0.11202857,0.094514286,0.13633333,0.11611667,0.136306667,0.274949967,0.702266667,1.072095167,1.304619333,1.482737667,1.621875,1.663683333,1.611117,1.632162333
X_40_mic0,0.1133,0.1139,0.186195237,0.386966667,1.114771,1.250447333,1.505880667,1.505917,1.684466667,1.680366667,1.738304333,1.677449667,1.658396333,1.684757
